App,Category,Rating,Reviews,Size_MBs,Installs,Type,Price,Content_Rating,Genres,Last_Updated,Android_Ver
Fate GO Ap Counter,TOOLS,4.6,70,3.2,"1,000",Free,0,Everyone,Tools,"January 19, 2018",4.1 and up
CircleCI Viewer,PRODUCTIVITY,4.6,16,3.2,"1,000",Free,0,Everyone,Productivity,"August 23, 2017",4.4 and up
BT Mobile,MAPS_AND_NAVIGATION,3.9,22,3.2,"1,000",Free,0,Everyone,Maps & Navigation,"July 4, 2018",4.1 and up
DT-CAM,FAMILY,,6,9.9,"1,000",Free,0,Everyone,Entertainment,"July 29, 2017",2.2 and up
FH Dortmund FB4,FAMILY,,40,9.9,"1,000",Free,0,Everyone,Education,"May 22, 2018",4.0.3 and up
Dungeons and Dragons DM Tools,BOOKS_AND_REFERENCE,3.1,50,4.9,"1,000",Paid,$1.99,Everyone,Books & Reference,"February 22, 2017",2.3 and up
French Chat Room,DATING,4.2,24,4.9,"1,000",Free,0,Mature 17+,Dating,"July 11, 2018",4.0.3 and up
BJ Bridge Standard American 2018,GAME,1.0,1,4.9,"1,000",Free,0,Everyone,Card,"May 21, 2018",4.0 and up
Alex & Co Quiz,GAME,,9,4.9,"1,000",Free,0,Everyone,Trivia,"April 15, 2018",4.1 and up
R Instructor,FAMILY,4.1,135,4.9,"1,000",Paid,$4.84,Everyone,Education,"February 21, 2014",3.0 and up
WRLP CB Repeater,FAMILY,,14,4.9,"1,000",Free,0,Teen,Entertainment,"July 21, 2018",2.1 and up
Sports Lite,SPORTS,4.4,16,4.9,"1,000",Free,0,Everyone,Sports,"July 31, 2018",4.0.3 and up
DT-VR,FAMILY,3.8,25,9.5,"1,000",Free,0,Everyone,Entertainment,"August 9, 2016",2.2 and up
Parkinson Exercices FR,MEDICAL,,3,9.5,"1,000",Free,0,Everyone,Medical,"January 20, 2017",2.2 and up
TNEB Bill Checker / TNEB Bill Status,FINANCE,2.5,2,5.0,"1,000",Free,0,Everyone,Finance,"March 3, 2018",4.0.3 and up
DW Audio,FAMILY,4.9,38,5.0,"1,000",Free,0,Everyone,Education,"June 16, 2017",4.1 and up
Block Buddy,MEDICAL,4.0,15,5.0,"1,000",Paid,$14.99,Everyone,Medical,"August 1, 2018",4.0 and up
Block Buddy,MEDICAL,4.0,15,5.0,"1,000",Paid,$14.99,Everyone,Medical,"August 1, 2018",4.0 and up
File Ex - ES File Explorer,TOOLS,4.2,24,5.0,"1,000",Free,0,Everyone,Tools,"December 27, 2017",4.2 and up
BG Sports News,NEWS_AND_MAGAZINES,,41,5.0,"1,000",Free,0,Everyone,News & Magazines,"February 9, 2016",3.0 and up
EY GlobalOne,BUSINESS,2.7,11,6.8,"1,000",Free,0,Everyone,Business,"November 27, 2017",2.2 and up
5 Minute Veterinary Consult: Canine & Feline,MEDICAL,2.3,17,6.8,"1,000",Free,0,Everyone,Medical,"March 29, 2018",4.2 and up
Quran Khmer Offline AY,FAMILY,5.0,41,4.0,"1,000",Free,0,Everyone,Education,"December 13, 2017",4.2 and up
CEHQ - CE Credits for Nurses,FAMILY,4.5,12,4.0,"1,000",Free,0,Everyone,Education,"May 25, 2018",5.0 and up
Amazing CG Backgrounds,FAMILY,4.2,34,4.0,"1,000",Free,0,Everyone,Entertainment,"May 17, 2018",4.0.3 and up
Mahila Vashikaran(Ek rat me)-Hindi,FAMILY,,0,4.0,"1,000",Free,0,Everyone,Entertainment,"January 23, 2018",4.0.3 and up
US DV Lottery 2019,TRAVEL_AND_LOCAL,4.6,14,4.0,"1,000",Free,0,Everyone,Travel & Local,"April 12, 2018",4.0 and up
Company Kitchen Inventory,BUSINESS,,3,2.3,"1,000",Free,0,Everyone,Business,"July 16, 2015",4.0 and up
EZ Financial Calculator,FINANCE,4.4,32,2.3,"1,000",Free,0,Everyone,Finance,"January 13, 2018",4.4 and up
"FD Calculator (EMI, SIP, RD & Loan Eligilibility)",FINANCE,5.0,104,2.3,"1,000",Free,0,Everyone,Finance,"August 7, 2018",4.1 and up
Bangla Calendar 1425: (EN-BN-AR) Holiday,LIFESTYLE,4.5,31,2.3,"1,000",Free,0,Everyone,Lifestyle,"April 21, 2018",4.1 and up
D-H Pharmacy,LIFESTYLE,5.0,6,2.3,"1,000",Free,0,Everyone,Lifestyle,"May 4, 2016",2.2 and up
CG - Chemistry free,FAMILY,5.0,7,2.3,"1,000",Free,0,Everyone,Education,"May 25, 2018",4.0.3 and up
e-Docente EI/anos iniciais EF,FAMILY,,2,2.3,"1,000",Free,0,Everyone,Education,"May 22, 2018",4.1 and up
Noticias DF,SOCIAL,,2,2.3,"1,000",Free,0,Everyone,Social,"May 25, 2015",2.3 and up
TN EC Online New,SOCIAL,,7,2.3,"1,000",Free,0,Teen,Social,"July 21, 2018",4.0 and up
Access Point Proximity,TOOLS,,5,2.3,"1,000",Free,0,Everyone,Tools,"June 28, 2018",5.0 and up
Walk Freely (Ec Shlire),TOOLS,4.7,62,2.3,"1,000",Free,0,Everyone,Tools,"November 13, 2017",4.1 and up
EU Flag Live Wallpaper,PERSONALIZATION,,19,2.3,"1,000",Free,0,Everyone,Personalization,"June 9, 2016",2.3 and up
CG Freelancer,NEWS_AND_MAGAZINES,4.7,10,2.3,"1,000",Free,0,Everyone,News & Magazines,"July 30, 2014",4.1 and up
Tech CU Card Manager,FINANCE,1.0,2,7.2,"1,000",Free,0,Everyone,Finance,"July 25, 2017",4.0 and up
The J-Notes: Jazz News,SPORTS,,7,7.2,"1,000",Free,0,Everyone 10+,Sports,"February 28, 2018",4.1 and up
CS Browser | #1 & BEST BROWSER,COMMUNICATION,3.8,52,2.1,"1,000",Free,0,Everyone,Communication,"August 28, 2015",3.0 and up
Fix Deposit Calculator (FD),FINANCE,4.1,7,2.1,"1,000",Free,0,Everyone,Finance,"February 6, 2018",4.0.3 and up
AP® Guide,FAMILY,5.0,3,2.1,"1,000",Free,0,Everyone,Education,"July 31, 2017",4.0.3 and up
ePazar.bg,SHOPPING,,28,2.1,"1,000",Free,0,Everyone,Shopping,"January 7, 2017",3.0 and up
DS App Manager,TOOLS,4.6,14,2.1,"1,000",Free,0,Everyone,Tools,"March 21, 2015",2.3 and up
EZ LED,TOOLS,2.2,19,2.1,"1,000",Free,0,Everyone,Tools,"September 5, 2017",4.3 and up
J. Cole Albums (2007-2017),FAMILY,4.6,7,7.3,"1,000",Free,0,Mature 17+,Entertainment,"April 11, 2018",4.0.3 and up
Gogo Vision (Biz Av),FAMILY,3.3,11,7.3,"1,000",Free,0,Teen,Entertainment,"August 23, 2017",4.1 and up
Ultra CE calculator,SPORTS,4.2,28,7.3,"1,000",Free,0,Everyone,Sports,"June 17, 2018",4.0.3 and up
My CU - Caucasus University,PRODUCTIVITY,4.6,48,7.3,"1,000",Free,0,Everyone,Productivity,"November 22, 2017",4.1 and up
I AM RICH PRO PLUS,FINANCE,4.0,36,41.0,"1,000",Paid,$399.99,Everyone,Finance,"June 25, 2018",4.1 and up
"ER Emergency Hospital - Brain, Knee, Eye Surgery",FAMILY,3.8,25,41.0,"1,000",Free,0,Teen,Educational,"July 21, 2017",2.3 and up
PTA Content Master,MEDICAL,4.2,64,41.0,"1,000",Paid,$29.99,Everyone,Medical,"December 22, 2015",2.2 and up
PTA Content Master,MEDICAL,4.2,64,41.0,"1,000",Paid,$29.99,Everyone,Medical,"December 22, 2015",2.2 and up
Traps n' Gemstones,GAME,4.5,413,9.1,"1,000",Paid,$4.99,Everyone,Adventure,"May 17, 2017",4.0.3 and up
ReactNative BG Geolocation,TOOLS,5.0,5,9.1,"1,000",Free,0,Everyone,Tools,"May 25, 2018",4.1 and up
Safe Wi-Fi,PRODUCTIVITY,2.9,32,9.7,"1,000",Free,0,Everyone,Productivity,"August 3, 2018",4.4 and up
CA Mobile Authenticator,BUSINESS,,9,6.9,"1,000",Free,0,Everyone,Business,"December 15, 2016",4.2 and up
"Super Resume Builder Pro, CV",BUSINESS,4.4,244,6.9,"1,000",Paid,$4.99,Everyone,Business,"August 17, 2017",2.3 and up
Call Recorder,LIBRARIES_AND_DEMO,4.7,48,6.9,"1,000",Free,0,Everyone,Libraries & Demo,"May 25, 2018",4.0 and up
BS CS IT & SE,FAMILY,4.6,9,6.9,"1,000",Free,0,Everyone,Education,"May 16, 2018",4.1 and up
"Decibel X PRO - Sound Meter dBA, Noise Detector",TOOLS,4.3,60,6.9,"1,000",Paid,$3.99,Everyone,Tools,"July 11, 2018",4.1 and up
boattheory.ch Full 2018,FAMILY,4.7,54,50.0,"1,000",Paid,$19.40,Everyone,Education,"November 18, 2017",4.2 and up
Modern Counter 3: FPS Multiplayers battlegro 3,FAMILY,4.1,17,50.0,"1,000",Free,0,Everyone,Strategy,"March 16, 2018",4.1 and up
Monastery of El Escorial,TRAVEL_AND_LOCAL,,12,50.0,"1,000",Paid,$1.99,Everyone,Travel & Local,"May 30, 2016",4.0 and up
Find Lover,DATING,,21,4.7,"1,000",Free,0,Mature 17+,Dating,"July 27, 2018",4.0.3 and up
BA Accesible,HEALTH_AND_FITNESS,,31,4.7,"1,000",Free,0,Everyone,Health & Fitness,"July 19, 2016",4.1 and up
CF Calculator,LIFESTYLE,3.3,25,4.7,"1,000",Free,0,Everyone,Lifestyle,"March 10, 2015",4.0 and up
DT NO.I,HEALTH_AND_FITNESS,2.4,44,49.0,"1,000",Free,0,Everyone,Health & Fitness,"August 1, 2018",4.3 and up
DB for Hustle Castle,FAMILY,4.8,21,49.0,"1,000",Free,0,Everyone,Role Playing,"July 4, 2018",4.1 and up
A Manual of Acupuncture,MEDICAL,3.5,214,68.0,"1,000",Paid,$33.99,Everyone,Medical,"October 2, 2017",4.0 and up
A Manual of Acupuncture,MEDICAL,3.5,214,68.0,"1,000",Paid,$33.99,Everyone,Medical,"October 2, 2017",4.0 and up
Space Z 🌏 🚀Icon Pack Theme,PERSONALIZATION,4.8,201,68.0,"1,000",Paid,$1.49,Everyone,Personalization,"August 4, 2018",4.0.3 and up
Tozer Devotional -Series 1,BOOKS_AND_REFERENCE,5.0,5,4.3,"1,000",Free,0,Everyone,Books & Reference,"October 8, 2016",2.3 and up
Dotti EU,BUSINESS,,15,4.3,"1,000",Free,0,Everyone,Business,"May 9, 2018",4.4 and up
ABAI CE Scanner,FAMILY,,0,4.3,"1,000",Free,0,Everyone,Education,"January 23, 2018",4.1 and up
CG Sanyukt Bharti Pariksha 2018,FAMILY,4.3,14,4.3,"1,000",Free,0,Teen,Education,"January 10, 2018",2.3 and up
CG JOKES - Copy & Share,FAMILY,4.4,31,4.3,"1,000",Free,0,Everyone,Entertainment,"June 3, 2018",4.0 and up
GATE Syllabus for EC 2018 & Notifications,FAMILY,4.7,23,4.3,"1,000",Free,0,Everyone,Education,"August 28, 2017",4.4 and up
IHSS Help,MEDICAL,4.7,10,4.3,"1,000",Free,0,Everyone,Medical,"June 5, 2018",5.0 and up
Media Sosial TNI AU,SOCIAL,,88,4.3,"1,000",Free,0,Everyone,Social,"January 24, 2018",2.1 and up
AI Draw | Art Filter for Selfie,PHOTOGRAPHY,3.0,20,4.3,"1,000",Paid,$2.99,Everyone,Photography,"June 18, 2018",5.0 and up
Fodbold DK Pro,SPORTS,4.6,315,4.3,"1,000",Paid,$2.99,Everyone,Sports,"June 6, 2018",4.0 and up
EC-HRV test,SPORTS,3.0,9,4.3,"1,000",Free,0,Everyone,Sports,"July 26, 2018",4.4 and up
Theme for New Android P,PERSONALIZATION,,13,4.3,"1,000",Free,0,Everyone,Personalization,"May 23, 2018",4.0 and up
CT Prepares,NEWS_AND_MAGAZINES,2.6,13,4.3,"1,000",Free,0,Everyone,News & Magazines,"November 1, 2016",4.4 and up
The Pursuit of God,BOOKS_AND_REFERENCE,4.8,6,1.6,"1,000",Free,0,Everyone,Books & Reference,"February 14, 2017",3.0 and up
Dine In CT - Food Delivery,SHOPPING,5.0,4,1.6,"1,000",Free,0,Everyone,Shopping,"May 16, 2016",4.0 and up
CE Map - Interactive Conan Exiles Map,MAPS_AND_NAVIGATION,4.5,62,1.6,"1,000",Paid,$0.99,Everyone,Maps & Navigation,"June 30, 2018",4.0 and up
"Arizona Statutes, ARS (AZ Law)",BOOKS_AND_REFERENCE,3.9,9,8.8,"1,000",Free,0,Everyone,Books & Reference,"October 18, 2017",4.4 and up
Au Pair Legend,LIFESTYLE,4.4,28,8.8,"1,000",Free,0,Everyone,Lifestyle,"July 19, 2018",5.0 and up
Watch Face BW Inter,PERSONALIZATION,3.1,112,8.8,"1,000",Paid,$0.99,Everyone,Personalization,"April 26, 2017",4.3 and up
Cъновник BG,BOOKS_AND_REFERENCE,,13,4.1,"1,000",Free,0,Everyone,Books & Reference,"January 21, 2017",4.0 and up
CV Builder for Smart Resumes,BUSINESS,3.4,22,4.1,"1,000",Free,0,Everyone,Business,"May 23, 2017",4.0.3 and up
WIZARD Card Game,GAME,4.0,48,4.1,"1,000",Paid,$1.99,Everyone,Card,"December 15, 2014",2.1 and up
All Info about Cg,FAMILY,4.7,15,4.1,"1,000",Free,0,Teen,Education,"November 10, 2017",2.3 and up
CG Patwari Exam,FAMILY,3.8,28,4.1,"1,000",Free,0,Teen,Education,"October 23, 2017",2.3 and up
FH® Cost Lookup / FH® CCSalud,MEDICAL,4.5,30,4.1,"1,000",Free,0,Everyone,Medical,"June 21, 2017",4.0.3 and up
Hercules CP Mobile,TOOLS,1.4,20,4.1,"1,000",Free,0,Everyone,Tools,"July 6, 2018",4.3 and up
Australia Newspapers - AU News Apps,NEWS_AND_MAGAZINES,4.7,48,4.1,"1,000",Free,0,Everyone,News & Magazines,"July 8, 2018",4.0.3 and up
CT-Guide & Positioning,FAMILY,3.7,6,7.8,"1,000",Free,0,Everyone,Education,"June 6, 2018",4.0 and up
Jigsaw Puzzles Volvo FH Trucks,FAMILY,,3,7.8,"1,000",Free,0,Teen,Puzzle,"December 1, 2016",4.0 and up
BGKontakti Bayern BG Kontakti,SOCIAL,,32,7.8,"1,000",Free,0,Everyone,Social,"May 25, 2016",3.0 and up
17th Edition Cable Sizer,BOOKS_AND_REFERENCE,4.4,47,1.4,"1,000",Paid,$3.08,Everyone,Books & Reference,"May 27, 2016",2.2 and up
Nur təfsiri 1-ci cild,LIBRARIES_AND_DEMO,5.0,15,1.4,"1,000",Free,0,Everyone,Libraries & Demo,"April 27, 2017",1.6 and up
DG Mobile,GAME,4.3,59,1.4,"1,000",Free,0,Everyone,Board,"April 8, 2017",2.3 and up
Fuzzy Numbers: Pre-K Number Foundation,EDUCATION,4.7,21,44.0,"1,000",Paid,$5.99,Everyone,Education;Education,"July 21, 2017",4.1 and up
DB Ultra Saiyan Battle,GAME,4.5,33,44.0,"1,000",Free,0,Everyone 10+,Action,"July 25, 2018",2.3 and up
Sago Mini Big City,FAMILY,4.2,8,44.0,"1,000",Paid,$3.99,Everyone,Education;Pretend Play,"July 9, 2018",4.4 and up
Fuzzy Numbers: Pre-K Number Foundation,FAMILY,4.7,21,44.0,"1,000",Paid,$5.99,Everyone,Education;Education,"July 21, 2017",4.1 and up
DV-4036 by Somikon,PHOTOGRAPHY,,17,44.0,"1,000",Free,0,Everyone,Photography,"January 19, 2017",4.3 and up
AV-IPTV,VIDEO_PLAYERS,4.4,43,44.0,"1,000",Free,0,Everyone,Video Players & Editors,"April 27, 2018",4.1 and up
FP Legacy,MAPS_AND_NAVIGATION,4.0,3,44.0,"1,000",Free,0,Everyone,Maps & Navigation,"July 2, 2018",4.0 and up
SA HLA BU,BOOKS_AND_REFERENCE,4.7,119,1.5,"1,000",Free,0,Everyone,Books & Reference,"September 21, 2017",4.1 and up
mon guide au bank populaire -infos et instructions,FINANCE,,4,1.5,"1,000",Free,0,Teen,Finance,"June 13, 2018",2.3 and up
C Functions,FAMILY,4.8,55,1.5,"1,000",Free,0,Everyone,Education,"September 26, 2015",4.0.3 and up
AP Government Review,FAMILY,4.7,3,1.5,"1,000",Paid,$2.99,Everyone,Education,"March 14, 2017",4.0.3 and up
Rádio DF FM,FAMILY,,24,1.5,"1,000",Free,0,Everyone,Entertainment,"August 3, 2017",2.3 and up
Meslek Lisesi YGS Ek Puan,FAMILY,,11,1.5,"1,000",Free,0,Everyone,Education,"January 8, 2017",4.0 and up
W-History Standalone,SOCIAL,3.2,38,1.5,"1,000",Paid,$0.99,Everyone,Social,"March 9, 2018",7.0 and up
DT Simple Interval Timer,SPORTS,4.1,10,1.5,"1,000",Free,0,Everyone,Sports,"February 17, 2014",2.1 and up
C I Patel School,FAMILY,4.1,101,5.1,"1,000",Free,0,Everyone,Education,"March 10, 2017",4.0 and up
CT Scan Generations,FAMILY,4.7,6,5.1,"1,000",Free,0,Everyone,Education,"April 1, 2018",4.0 and up
Whist - Tinnitus Relief,MEDICAL,4.1,12,5.1,"1,000",Paid,$1.99,Everyone,Medical,"March 2, 2017",4.1 and up
Sabka Malik Ek Sai,SOCIAL,4.2,17,5.1,"1,000",Free,0,Teen,Social,"May 25, 2013",2.2 and up
DMC ER Now,MEDICAL,4.3,6,5.3,"1,000",Free,0,Everyone,Medical,"March 16, 2017",2.3 and up
Flag of European Union,PERSONALIZATION,4.2,36,5.3,"1,000",Free,0,Everyone,Personalization,"December 10, 2016",2.3.3 and up
AU Call Blocker - Block Unwanted Calls Texts 2018,COMMUNICATION,4.2,16,3.3,"1,000",Free,0,Everyone,Communication,"April 24, 2018",4.1 and up
AO Player,EVENTS,4.0,9,3.3,"1,000",Free,0,Everyone,Events,"December 20, 2017",4.4 and up
Treadmill Workouts Free (P),HEALTH_AND_FITNESS,3.3,10,3.3,"1,000",Free,0,Everyone,Health & Fitness,"April 5, 2018",4.4 and up
CG Fit Scale,HEALTH_AND_FITNESS,2.6,13,3.3,"1,000",Free,0,Everyone,Health & Fitness,"October 13, 2015",4.0 and up
Cute Questions BF,LIFESTYLE,4.0,3,3.3,"1,000",Free,0,Everyone,Lifestyle,"June 2, 2018",4.4 and up
ClanManagerTT2,FAMILY,4.7,55,3.3,"1,000",Free,0,Everyone,Casual,"July 24, 2018",4.4 and up
CS & IT Interview Questions,FAMILY,5.0,43,3.3,"1,000",Free,0,Everyone,Education,"March 27, 2018",4.2 and up
DB Tools,FAMILY,4.6,37,3.3,"1,000",Free,0,Everyone,Education,"June 17, 2014",2.2 and up
CZ-Cyberon Voice Commander,TOOLS,3.8,131,3.3,"1,000",Paid,$5.99,Everyone,Tools,"March 7, 2017",2.2 and up
D. H. Lawrence Poems FREE,BOOKS_AND_REFERENCE,,13,0.919921875,"1,000",Free,0,Everyone,Books & Reference,"November 22, 2013",2.3.3 and up
Bk Usha behn,LIFESTYLE,5.0,10,3.0,"1,000",Free,0,Everyone,Lifestyle,"January 14, 2018",4.1 and up
Life Made WI-Fi Touchscreen Photo Frame,LIFESTYLE,1.9,19,3.0,"1,000",Free,0,Everyone,Lifestyle,"February 11, 2018",4.0 and up
FE Mix - Jokes - Status - Wallpaper,FAMILY,,3,3.0,"1,000",Free,0,Everyone,Entertainment,"June 2, 2018",4.4 and up
Diabetes mellitus (DM) from zero to hero,MEDICAL,4.9,18,3.0,"1,000",Free,0,Everyone,Medical,"January 17, 2018",4.3 and up
LocaToWeb - Live GPS tracking,SPORTS,4.6,200,3.0,"1,000",Paid,$2.49,Everyone,Sports,"August 2, 2018",5.0 and up
Ay Yıldız Keyboard,TOOLS,,26,3.0,"1,000",Free,0,Everyone,Tools,"May 23, 2018",4.4 and up
QR & Barcode Scanner BX PRO,TOOLS,,4,3.0,"1,000",Free,0,Everyone,Tools,"October 30, 2017",4.2 and up
Morse Notifier Free,TOOLS,4.6,79,3.0,"1,000",Free,0,Everyone,Tools,"November 8, 2017",4.0.3 and up
Preferences Manager and SQLite DB Viewer,TOOLS,3.5,13,3.0,"1,000",Free,0,Everyone,Tools,"July 18, 2017",4.0 and up
DM security - Dragon Mobile,TOOLS,3.9,27,3.0,"1,000",Free,0,Everyone,Tools,"April 26, 2017",4.1 and up
"ES File Explorer & Manager, Locker Xplorer 2018",TOOLS,3.5,11,3.0,"1,000",Free,0,Everyone,Tools,"March 17, 2018",4.2 and up
DV 2018 Winners Guide,BOOKS_AND_REFERENCE,4.8,11,0.59375,"1,000",Free,0,Everyone,Books & Reference,"July 23, 2017",4.2 and up
My Virtual Boyfriend,FAMILY,4.3,105,51.0,"1,000",Paid,$0.99,Teen,Casual,"February 17, 2017",2.3.3 and up
SOLEM AG,TOOLS,,1,51.0,"1,000",Free,0,Everyone,Tools,"September 19, 2017",4.0 and up
P Icon Pack for Pixel,PERSONALIZATION,4.4,38,51.0,"1,000",Free,0,Everyone,Personalization,"May 6, 2018",4.1 and up
iFORA BP,MEDICAL,3.4,18,45.0,"1,000",Free,0,Everyone,Medical,"June 5, 2018",2.3.3 and up
Cerebral Palsy,MEDICAL,4.4,38,8.5,"1,000",Free,0,Everyone,Medical,"July 30, 2014",3.0 and up
H letter images,SOCIAL,,17,8.5,"1,000",Free,0,Teen,Social,"June 28, 2018",4.0.3 and up
Light Meter - EV,PHOTOGRAPHY,4.0,26,8.5,"1,000",Free,0,Everyone,Photography,"August 2, 2018",4.4 and up
BZ Langenthaler Tagblatt,VIDEO_PLAYERS,,22,8.5,"1,000",Free,0,Everyone,Video Players & Editors,"August 3, 2018",4.1 and up
BZ Berner Oberländer,NEWS_AND_MAGAZINES,,64,8.5,"1,000",Free,0,Everyone,News & Magazines,"August 3, 2018",4.1 and up
La Fe de Jesus,BOOKS_AND_REFERENCE,,8,0.642578125,"1,000",Free,0,Everyone,Books & Reference,"January 31, 2017",3.0 and up
Chemin (fr),BOOKS_AND_REFERENCE,4.8,44,0.6044921875,"1,000",Free,0,Everyone,Books & Reference,"March 23, 2014",2.2 and up
CINE BR,VIDEO_PLAYERS,,23,7.5,"1,000",Free,0,Everyone,Video Players & Editors,"March 29, 2018",4.2 and up
Driving n Parking School 2017,FAMILY,4.5,15,46.0,"1,000",Free,0,Everyone,Simulation,"May 31, 2017",2.3 and up
E-Z App™ Train Control,TOOLS,4.3,33,46.0,"1,000",Free,0,Everyone,Tools,"December 6, 2016",4.3 and up
Weapon AK-74 Live Wallpaper,PERSONALIZATION,3.3,25,46.0,"1,000",Free,0,Everyone,Personalization,"March 28, 2017",4.0.3 and up
Rоhi.af,NEWS_AND_MAGAZINES,4.8,46,46.0,"1,000",Free,0,Everyone,News & Magazines,"May 1, 2017",4.1 and up
EF-myHR,FINANCE,2.9,26,36.0,"1,000",Free,0,Everyone,Finance,"February 21, 2018",4.0 and up
B@dL!bs Lite,GAME,3.8,10,36.0,"1,000",Free,0,Mature 17+,Word,"April 5, 2016",4.0.3 and up
AR Toybox - Augmented Reality Demos,FAMILY,3.8,20,36.0,"1,000",Free,0,Everyone,Simulation,"August 17, 2017",4.1 and up
Bono’s Pit Bar-B-Q,FAMILY,2.3,3,36.0,"1,000",Free,0,Everyone 10+,Entertainment,"January 23, 2018",2.3.3 and up
DM airdisk Pro,TOOLS,3.2,11,36.0,"1,000",Free,0,Everyone,Tools,"September 20, 2017",4.0.3 and up
Handbreit by a.w.niemeyer,NEWS_AND_MAGAZINES,,21,36.0,"1,000",Free,0,Everyone,News & Magazines,"May 31, 2017",4.0.3 and up
SweetLand — Family Board Game,FAMILY,4.2,38,47.0,"1,000",Paid,$0.99,Everyone,Casual;Pretend Play,"November 14, 2014",2.3.3 and up
Santa Fe Map and Walks,TRAVEL_AND_LOCAL,,2,47.0,"1,000",Free,0,Everyone,Travel & Local,"April 20, 2018",4.0 and up
TuenMun BM,TOOLS,,6,47.0,"1,000",Free,0,Everyone,Tools,"May 17, 2017",4.0.3 and up
Super Doctor 2 - My Newborn Baby ER Injection,FAMILY,4.7,54,92.0,"1,000",Free,0,Teen,Role Playing,"June 25, 2018",4.3 and up
BL Mobile Banking,FINANCE,4.3,23,93.0,"1,000",Free,0,Everyone,Finance,"August 1, 2018",5.0 and up
BZ Zombie VR,GAME,4.4,12,98.0,"1,000",Free,0,Mature 17+,Action,"February 7, 2018",4.4 and up
J.ME Fly,FAMILY,3.9,28,98.0,"1,000",Free,0,Everyone,Entertainment,"May 31, 2018",4.4 and up
FlexRelease CX,BUSINESS,,4,2.0,"1,000",Free,0,Everyone,Business,"July 25, 2016",2.3.3 and up
Alerte au gogol,FAMILY,,14,2.0,"1,000",Free,0,Everyone,Entertainment,"February 9, 2018",4.0 and up
Instant Ba-dum-tss,FAMILY,4.0,13,2.0,"1,000",Free,0,Everyone,Entertainment,"September 23, 2015",1.6 and up
Toilet Ek Prem Katha Songs Lyrics in Hindi,FAMILY,4.7,3,2.0,"1,000",Free,0,Everyone,Entertainment,"August 10, 2017",4.1 and up
Dp For FB,PHOTOGRAPHY,4.5,12,2.0,"1,000",Free,0,Teen,Photography,"October 19, 2017",4.1 and up
Sam.BN,TOOLS,,83,2.0,"1,000",Free,0,Everyone,Tools,"March 27, 2015",4.0.3 and up
Co Checker,TOOLS,1.9,12,2.0,"1,000",Free,0,Everyone,Tools,"October 20, 2017",4.3 and up
DW Contacts widget,TOOLS,4.3,56,2.0,"1,000",Paid,$0.99,Everyone,Tools,"June 5, 2014",2.1 and up
2019 Tricks Es File Explores,TOOLS,3.0,4,2.0,"1,000",Free,0,Everyone,Tools,"March 16, 2016",2.2 and up
Florida Tides & Weather,WEATHER,3.8,30,2.0,"1,000",Paid,$6.99,Everyone,Weather,"May 6, 2015",2.3 and up
Online TV CZ/SK PRO,VIDEO_PLAYERS,3.1,167,2.0,"1,000",Paid,$0.99,Everyone,Video Players & Editors,"June 21, 2018",4.0.3 and up
EI SmartMiles,FINANCE,2.4,9,3.8,"1,000",Free,0,Everyone,Finance,"January 21, 2018",4.0 and up
Ab Workouts - Ab Generator,HEALTH_AND_FITNESS,4.7,21,3.8,"1,000",Free,0,Everyone,Health & Fitness,"December 31, 2016",4.1 and up
AK-47 sounds,FAMILY,3.9,7,3.8,"1,000",Free,0,Everyone,Entertainment,"June 18, 2018",4.0 and up
2017 EMRA Antibiotic Guide,MEDICAL,4.4,12,3.8,"1,000",Paid,$16.99,Everyone,Medical,"January 27, 2017",4.0.3 and up
2017 EMRA Antibiotic Guide,MEDICAL,4.4,12,3.8,"1,000",Paid,$16.99,Everyone,Medical,"January 27, 2017",4.0.3 and up
Little Magnet BT Pro,TOOLS,4.6,251,3.8,"1,000",Paid,$0.99,Everyone,Tools,"August 5, 2018",4.2 and up
Barry EC,TOOLS,4.1,14,3.8,"1,000",Free,0,Everyone,Tools,"December 18, 2017",2.3.3 and up
BD Online News,NEWS_AND_MAGAZINES,4.6,30,3.8,"1,000",Free,0,Everyone,News & Magazines,"March 20, 2018",4.0.3 and up
Aaj Bangla: ei samay er khobor,NEWS_AND_MAGAZINES,4.9,34,3.8,"1,000",Free,0,Everyone,News & Magazines,"January 15, 2017",2.3 and up
Apps for SportsBєtting.ag - Bitcoin Welcome here!,SPORTS,,0,10.0,"1,000",Free,0,Everyone,Sports,"December 11, 2017",4.0 and up
CL Clock,BUSINESS,2.7,7,1.3,"1,000",Free,0,Everyone,Business,"July 22, 2016",5.0 and up
Evolution Marketing CR,HEALTH_AND_FITNESS,,14,1.3,"1,000",Free,0,Everyone,Health & Fitness,"March 30, 2018",4.0.3 and up
BW-Go,GAME,4.8,265,1.3,"1,000",Paid,$3.49,Everyone,Board,"June 18, 2015",2.3 and up
DV Lottery Simulator,FAMILY,4.6,13,1.3,"1,000",Free,0,Everyone,Entertainment,"October 20, 2016",4.1 and up
Dio Fa Cose,FAMILY,,35,1.3,"1,000",Free,0,Everyone,Entertainment,"March 15, 2018",2.3.3 and up
Texas Hold'em EV Calculator,TOOLS,3.7,6,1.3,"1,000",Free,0,Everyone,Tools,"November 8, 2015",2.3 and up
CQ-Mobile,COMMUNICATION,,10,8.1,"1,000",Free,0,Everyone,Communication,"November 28, 2016",4.0 and up
